title,url1,url2
TsarSaltan,https://skaz-pushkina.ru/ill/z_2.jpg,https://skaz-pushkina.ru/ill/z_5.jpg
Fishermasn,https://skaz-pushkina.ru/ill/z_13.jpg,https://skaz-pushkina.ru/ill/z_13.jpg
Priest,https://www.prlib.ru/item/315893,https://www.prlib.ru/item/315767
DeadPrincess,https://skaz-pushkina.ru/ill/z_11.jpg,https://skaz-pushkina.ru/ill/z_8.jpg
GoldenCockerel,https://skaz-pushkina.ru/ill/z_16.jpg,https://skaz-pushkina.ru/ill/z_18.jpg

